city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
iq,2001,25,2001-06-18,0.1041,0.10824289999999999,0.05965714,0.11375710000000001,296.0,297.321428571,293.647142857,305.2,13.45,88.1714285714,53.93,9.41428571429,26.4,10.05,33.2,20.5,9.9
iq,2001,26,2001-06-25,0.1923,0.2752857,0.3164571,0.3254143,294.845714286,296.0,290.57285714299996,306.1,1.82,79.3228571429,1.22,12.3428571429,27.18578337208988,8.059328008627128,32.3,17.1,31.0
iq,2001,27,2001-07-02,0.22908330000000002,0.1932667,0.2704571,0.2421857,295.79571428599996,297.05,292.75285714299997,305.0,23.6,84.8571428571,52.1,8.55714285714,26.5,11.3666666667,33.2,20.0,70.1
iq,2001,28,2001-07-09,0.3597167,0.3110571,0.2649857,0.43884290000000004,295.80857142900004,297.021428571,293.43857142900004,307.2,16.7,88.3228571429,39.09,9.7,27.35,10.95,33.5,19.5,22.3
iq,2001,29,2001-07-16,0.3195,0.2050857,0.1947429,0.3616333,297.555714286,298.928571429,294.11571428599996,307.9,18.0,84.2457142857,52.05,11.4285714286,26.7666666667,10.0666666667,32.8,21.0,36.8
iq,2001,30,2001-07-23,0.2911571,0.2526333,0.2182,0.3259857,296.815714286,298.221428571,294.991428571,306.0,38.29,90.8142857143,54.52,10.2714285714,27.366666666700002,11.4,34.0,21.2,25.2
iq,2001,31,2001-07-30,0.23711669999999999,0.1956167,0.1883143,0.1339,297.291428571,299.178571429,293.452857143,308.1,9.71,82.2257142857,27.97,12.871428571400001,26.52,10.88,34.0,18.4,10.9
iq,2001,32,2001-08-06,0.20075710000000002,0.2377286,0.2236429,0.2043571,298.537142857,300.135714286,291.387142857,308.7,0.2,66.66428571430001,0.0,14.642857142899999,27.1,12.175,33.5,17.8,39.32635983263598
iq,2001,33,2001-08-13,0.2821714,0.2735571,0.2658571,0.3664571,298.395714286,299.785714286,292.02428571400003,309.7,0.0,69.4757142857,5.14,13.3142857143,27.125,12.25,33.4,20.0,18.0
iq,2001,34,2001-08-20,0.2407571,0.1931143,0.2063429,0.2469143,298.44,299.814285714,294.017142857,308.8,30.1,78.3885714286,9.97,12.2,27.6,11.68,34.2,20.0,47.9
iq,2001,35,2001-08-27,0.2280714,0.19998570000000002,0.23314290000000001,0.2646429,298.75142857099996,300.51428571400004,293.72571428599997,311.2,16.9,76.9557142857,47.58,12.8,27.2,12.4666666667,35.2,20.0,31.0
iq,2001,36,2001-09-03,0.30695,0.2410286,0.1908714,0.3389429,298.69142857099996,300.521428571,294.905714286,311.2,39.8,81.9871428571,44.45,13.4428571429,27.375,12.15,34.3,20.8,35.1
iq,2001,37,2001-09-10,0.3084571,0.2503143,0.2983,0.4290714,298.66571428599997,300.12142857099997,294.122857143,311.5,19.6,78.9571428571,36.2,13.7857142857,27.375,11.525,35.2,20.1,41.9
iq,2001,38,2001-09-17,0.3533143,0.34397140000000004,0.35867140000000003,0.3530429,297.962857143,299.421428571,294.597142857,309.0,65.54,84.0328571429,66.4,10.9285714286,27.525,12.75,35.0,20.2,69.0
iq,2001,39,2001-09-24,0.33467140000000006,0.3886143,0.2854,0.31977140000000004,298.707142857,300.907142857,294.29571428599996,310.4,21.9,79.3657142857,26.48,14.042857142899999,27.25,11.925,33.4,20.3,13.2
iq,2001,40,2001-10-01,0.3343857,0.2712857,0.2416857,0.4444,299.547142857,300.707142857,294.768571429,311.0,32.6,78.33,63.42,14.128571428599999,28.3,13.34,35.5,20.4,14.2
iq,2001,41,2001-10-08,0.4202857,0.3819571,0.4438,0.5460166999999999,299.158571429,300.285714286,293.812857143,312.3,12.3,74.4185714286,58.75,11.3428571429,28.525,12.475,36.8,21.8,30.9
iq,2001,42,2001-10-15,0.3102,0.29712859999999996,0.3454857,0.3820571,300.30857142900004,302.2,294.214285714,312.9,49.2,72.1628571429,77.89,12.885714285699999,27.633333333299998,12.5333333333,36.7,20.0,159.0
iq,2001,43,2001-10-22,0.1244833,0.2392667,0.1845,0.2055714,298.58428571400003,300.071428571,296.607142857,310.6,114.36,90.2657142857,77.15,9.85714285714,28.0666666667,11.9666666667,35.0,21.0,89.1
iq,2001,44,2001-10-29,0.2108857,0.2075667,0.2066143,0.23199999999999998,298.341428571,299.507142857,295.305714286,308.8,46.46,85.5728571429,83.53,11.271428571400001,27.64,10.38,35.8,21.5,76.0
iq,2001,45,2001-11-05,0.3581429,0.2793429,0.30597140000000006,0.3714,298.51428571400004,299.75,296.195714286,309.7,164.74,89.0042857143,34.54,10.1,27.525,11.025,34.4,21.3,35.1
iq,2001,46,2001-11-12,0.2773286,0.2303,0.2773,0.29697140000000005,298.847142857,300.578571429,296.198571429,310.5,181.2,87.48142857139999,61.82,9.7,28.44,10.18,34.5,21.0,43.9
iq,2001,47,2001-11-19,0.3297,0.3304167,0.3406429,0.4415714,299.12,300.48571428599996,296.75285714299997,309.5,56.3,88.83714285709999,65.89,9.22857142857,27.575,11.575,33.7,20.8,31.0
iq,2001,48,2001-11-26,0.3015,0.3613,0.30557140000000005,0.3699167,298.555714286,299.635714286,295.81142857099996,310.0,31.5,87.3771428571,47.46,8.014285714289999,28.2333333333,11.666666666700001,35.3,21.8,12.2
iq,2001,49,2001-12-03,0.3250571,0.2264714,0.2992571,0.35047140000000004,298.754285714,300.221428571,295.981428571,308.5,158.5,87.24,46.86,8.87142857143,28.425,11.65,35.5,21.2,23.1
iq,2001,50,2001-12-10,0.3260333,0.2355333,0.31557140000000006,0.3066429,298.245714286,299.592857143,297.5,305.8,72.94,96.1185714286,138.22,7.785714285710001,27.84,10.96,35.0,21.0,75.0
iq,2001,51,2001-12-17,0.2229429,0.2240714,0.2128143,0.1841286,298.564285714,299.678571429,297.211428571,309.3,85.9,93.94714285709999,43.95,7.385714285710001,27.075,9.5,32.9,21.0,57.9
iq,2001,52,2001-12-24,0.29818890000000003,0.3380778,0.2887889,0.3417,298.238571429,299.35,297.511428571,306.7,109.64,96.3557142857,100.72,6.5,27.35,8.65,33.3,22.0,25.1
iq,2002,1,2002-01-01,0.40572859999999994,0.3484,0.3686429,0.3800143,297.13285714299997,297.87142857099997,296.06,304.5,109.8,94.5885714286,70.16,5.94285714286,27.95,9.45,33.2,23.0,45.3
iq,2002,2,2002-01-08,0.3275833,0.3759167,0.41026670000000004,0.3833333,300.012857143,301.271428571,294.912857143,309.8,5.5,76.6028571429,64.79,11.4,28.9666666667,11.933333333299998,35.4,21.0,7.1
iq,2002,3,2002-01-15,0.24108569999999999,0.14565,0.27802859999999996,0.19764289999999998,299.877142857,300.907142857,294.60571428599997,309.4,4.7,75.2042857143,22.77,12.128571428599999,28.8,12.7666666667,36.0,22.0,5.0
iq,2002,4,2002-01-22,0.1041286,0.1483286,0.1121857,0.1419143,298.91571428599997,299.87857142900003,295.11,308.7,19.91,81.5271428571,121.07,10.214285714299999,27.94,11.8,35.8,21.0,18.0
iq,2002,5,2002-01-29,0.1422935374167987,0.13055257610470083,0.20378318902580195,0.20230549071129708,296.858571429,297.9,296.137142857,304.2,43.12,96.2671428571,59.4,5.22857142857,26.3,9.7,32.5,20.8,120.2
iq,2002,6,2002-02-05,0.18491670000000002,0.1733286,0.16874289999999997,0.1844286,295.912857143,296.69285714299997,295.231428571,304.2,69.96,96.6414285714,4.68,5.18571428571,26.625,9.725,34.0,20.8,70.4
iq,2002,7,2002-02-12,0.29197140000000005,0.2241429,0.3051,0.37327140000000003,297.847142857,299.292857143,296.544285714,304.7,33.3,93.4385714286,104.37,7.7,27.85,10.725,33.6,20.8,62.8
iq,2002,8,2002-02-19,0.1288,0.12243330000000001,0.09594286,0.1251714,297.695714286,299.021428571,296.122857143,305.5,49.43,92.05,37.46,7.72857142857,27.02,9.78,33.5,21.0,14.0
iq,2002,9,2002-02-26,0.1162,0.17874289999999998,0.08991429,0.2104143,297.062857143,298.19285714299997,296.51428571400004,305.0,201.2,97.15714285709998,80.14,5.81428571429,26.7,9.6,32.2,20.5,47.6
iq,2002,10,2002-03-05,0.3183667,0.2556,0.266,0.2973833,298.54,299.957142857,296.698571429,308.8,160.1,91.2214285714,92.84,8.97142857143,27.85,13.2,35.7,21.0,48.3
iq,2002,11,2002-03-12,0.2483857,0.1795,0.2698143,0.29923330000000004,298.358571429,300.15,296.238571429,309.2,46.9,89.7785714286,41.96,9.41428571429,26.95,10.45,34.5,21.6,9.1
iq,2002,12,2002-03-19,0.2265857,0.2483333,0.2302,0.2435143,297.951428571,299.242857143,296.81,305.8,92.4,94.16571428569999,61.18,7.37142857143,26.95,11.775,33.3,20.6,76.8
iq,2002,13,2002-03-26,0.2127857,0.27455,0.1987,0.2284571,296.407142857,297.214285714,296.108571429,303.6,127.9,98.4571428571,110.42,4.4,26.1,10.3,32.3,20.7,49.0
iq,2002,14,2002-04-02,0.19708,0.29622859999999995,0.1805,0.2763286,297.174285714,298.064285714,296.741428571,303.9,122.3,97.77571428569999,94.01,6.18571428571,27.3,10.4,32.5,20.2,20.1
iq,2002,15,2002-04-09,0.2698286,0.19681429999999997,0.2025857,0.2662857,296.862857143,297.7,296.351428571,303.3,187.8,97.2442857143,75.98,5.1428571428600005,26.3,9.4,31.4,20.8,13.0
iq,2002,16,2002-04-16,0.26935,0.2121571,0.1889286,0.19494289999999997,297.76428571400004,298.921428571,296.31,305.0,49.8,92.6157142857,109.49,6.72857142857,27.2,13.0,34.6,20.3,39.32635983263598
iq,2002,17,2002-04-23,0.2678429,0.2614143,0.2485,0.26692859999999996,297.58428571400003,298.814285714,296.63142857099996,305.2,96.1,95.2514285714,45.59,7.314285714289999,27.2666666667,10.7,33.3,21.7,53.9
iq,2002,18,2002-04-30,0.1703571,0.1418286,0.1977286,0.2570714,297.408571429,298.55,296.222857143,303.8,52.6,93.8457142857,60.05,7.5,27.18578337208988,8.059328008627128,33.5,21.2,1.0
iq,2002,19,2002-05-07,0.2272571,0.17824289999999998,0.1773857,0.2101143,297.35571428599997,298.435714286,296.444285714,304.4,66.85,95.22,101.3,8.04285714286,27.5,11.525,34.0,21.3,25.4
iq,2002,20,2002-05-14,0.1338,0.1096333,0.2196143,0.1417,296.784285714,297.585714286,296.221428571,303.7,93.4,97.24285714290001,46.79,5.08571428571,26.866666666700002,9.7,32.3,20.8,543.3
iq,2002,21,2002-05-21,0.1921143,0.1776429,0.23085709999999998,0.2222,297.05,298.62142857099997,296.02428571400003,306.2,32.3,94.80428571430001,51.25,8.5,27.7,12.15,33.8,20.8,9.1
iq,2002,22,2002-05-28,0.1764571,0.17491429999999997,0.18815710000000002,0.2386286,297.55714285700003,298.714285714,296.271428571,305.9,58.02,93.78857142860001,41.54,7.65714285714,26.325,9.775,32.3,20.8,146.7
iq,2002,23,2002-06-04,0.3204714,0.2780857,0.2377286,0.3431857,296.267142857,297.085714286,295.23571428599996,305.3,19.12,94.3457142857,72.76,8.74285714286,27.3,11.6333333333,34.3,20.7,28.0
iq,2002,24,2002-06-11,0.3862667,0.2591333,0.3284143,0.39162859999999994,297.257142857,298.971428571,296.107142857,305.8,39.48,94.1442857143,69.62,8.97142857143,27.8,11.5,34.0,20.7,1.0
iq,2002,25,2002-06-18,0.2212714,0.17351429999999998,0.2119714,0.2252143,296.80714285700003,297.51428571400004,293.87142857099997,306.4,22.95,85.7371428571,39.16,10.714285714299999,26.2333333333,8.73333333333,33.0,18.8,31.0
iq,2002,26,2002-06-25,0.17917139999999998,0.2791,0.1326143,0.2132857,295.80857142900004,296.907142857,292.147142857,305.3,14.1,82.1671428571,3.18,10.7285714286,26.15,10.8,32.6,18.6,7.1
iq,2002,27,2002-07-02,0.10154289999999999,0.1266,0.11935710000000001,0.07624286,294.635714286,294.892857143,291.794285714,305.1,6.2,85.5657142857,3.27,8.7,26.275,9.5,32.6,20.7,5.1
iq,2002,28,2002-07-09,0.21602,0.2350667,0.1511857,0.2129714,295.88285714299997,297.035714286,292.95,307.1,8.7,85.6728571429,5.71,8.78571428571,26.133333333299998,10.633333333300001,32.3,20.3,26.3
iq,2002,29,2002-07-16,0.10804289999999998,0.07298571,0.11122860000000001,0.11797139999999999,296.44285714299997,297.742857143,293.327142857,306.3,8.3,84.6685714286,63.0,11.171428571400002,25.4,9.0,30.1,20.1,0.0
iq,2002,30,2002-07-23,0.2225,0.2631,0.2489857,0.34647140000000004,296.875714286,298.3,293.422857143,307.4,12.41,83.4971428571,65.55,11.9714285714,27.8,11.6,33.6,19.5,68.1
iq,2002,31,2002-07-30,0.3870143,0.2601714,0.34927140000000007,0.2830571,297.161428571,298.728571429,294.624285714,308.5,23.33,87.0342857143,89.93,10.6,26.7,11.14,33.8,19.3,35.6
iq,2002,32,2002-08-06,0.3041167,0.2788429,0.3074571,0.3378429,296.79571428599996,298.642857143,292.674285714,308.0,5.44,80.47,14.34,13.457142857100001,27.25,12.8,34.0,20.2,0.0
iq,2002,33,2002-08-13,0.37715709999999997,0.3059,0.2884,0.3608429,298.304285714,299.335714286,291.678571429,308.9,1.7,69.06,9.81,14.385714285699999,27.8333333333,12.2333333333,35.1,20.6,7.1
iq,2002,34,2002-08-20,0.345425,0.31354,0.29505,0.3092667,296.184285714,296.73571428599996,292.451428571,308.6,5.61,82.1414285714,31.71,12.7571428571,27.18578337208988,8.059328008627128,33.1,20.8,70.6
iq,2002,35,2002-08-27,0.3045429,0.2694429,0.2508571,0.3224714,298.412857143,299.98571428599996,293.874285714,310.3,10.7,77.7657142857,38.8,12.8,27.4,11.15,35.1,20.9,24.1
iq,2002,36,2002-09-03,0.2290143,0.1319714,0.2494571,0.19088570000000002,299.395714286,300.678571429,294.531428571,310.5,13.1,77.0828571429,81.85,11.9285714286,27.4,10.475,33.3,21.7,17.0
iq,2002,37,2002-09-10,0.3075429,0.2941714,0.3234,0.1907714,299.015714286,300.207142857,293.211428571,310.0,3.2,73.1414285714,25.36,14.042857142899999,28.2333333333,13.2333333333,35.9,19.9,89.9
iq,2002,38,2002-09-17,0.3274143,0.3472571,0.33867140000000007,0.38387140000000003,300.32,301.042857143,292.271428571,311.2,0.8,64.6885714286,11.49,16.0285714286,28.9,12.7,36.6,21.5,0.8
iq,2002,39,2002-09-24,0.2379833,0.30842859999999994,0.2681143,0.3200429,299.238571429,301.114285714,294.414285714,312.6,41.1,79.5628571429,38.56,13.171428571400002,27.9,12.2,36.0,20.4,86.9
iq,2002,40,2002-10-01,0.2721143,0.17936670000000002,0.3142429,0.27417140000000007,299.654285714,301.23571428599996,293.814285714,313.2,24.1,74.25,70.98,13.7571428571,29.2,14.1333333333,37.7,21.7,74.2
iq,2002,41,2002-10-08,0.37815,0.3857833,0.2314286,0.24593330000000002,298.717142857,300.55,295.661428571,310.6,34.4,85.1371428571,70.22,12.5285714286,28.075,11.45,34.6,21.8,79.8
iq,2002,42,2002-10-15,0.1992714,0.1592429,0.2581286,0.2277143,298.297142857,299.714285714,295.585714286,308.8,40.7,86.9985714286,21.96,10.6571428571,28.0,11.6333333333,34.2,22.0,4.5
iq,2002,43,2002-10-22,0.2278714,0.21445709999999998,0.2997714,0.2229429,297.331428571,298.15,294.961428571,304.5,35.4,87.71714285709999,48.94,8.5,27.95,10.3,36.0,21.8,167.8
iq,2002,44,2002-10-29,0.3290857,0.2862143,0.2940571,0.31592859999999995,298.518571429,300.242857143,296.9,307.3,39.7,91.94428571430001,89.77,9.02857142857,27.18578337208988,8.059328008627128,34.1,22.5,34.1
iq,2002,45,2002-11-05,0.3071429,0.27695,0.2879286,0.3642857,297.537142857,298.657142857,296.637142857,306.5,124.2,95.2857142857,95.47,6.514285714290001,28.3,11.0,33.8,22.6,63.9
iq,2002,46,2002-11-12,0.2368333,0.2021571,0.20951430000000001,0.1620286,297.16571428599997,298.021428571,296.32285714299996,306.6,91.33,96.04714285709998,91.36,5.47142857143,27.6,10.7,33.6,21.4,212.6
iq,2002,47,2002-11-19,0.2506143,0.27913330000000003,0.2156333,0.2982667,297.375714286,298.828571429,296.781428571,305.9,85.8,96.84,61.69,7.4,27.35,8.9,33.5,21.7,77.0
iq,2002,48,2002-11-26,0.31092859999999994,0.28522859999999994,0.29072859999999995,0.2563286,298.35,299.892857143,297.07285714299996,309.5,56.92,93.3957142857,60.15,10.3857142857,28.1,10.55,34.0,22.0,17.2
